AGE,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,CNT_CHILDREN,CNT_FAM_MEMBERS,FLAG_OWN_CAR,FLAG_OWN_REALTY,OCCUPATION_TYPE,EMPLOYMENT_YEARS,Approval_Status
35,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,N,Y,Laborers,0,Risky
34,112500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Core staff,10,Approved
34,112500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Core staff,10,Approved
31,135000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,,2,Approved
31,135000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,,2,Approved
31,135000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,,2,Approved
31,135000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,,2,Approved
31,135000.0,Commercial associate,Higher education,Married,House / apartment,1,3.0,Y,Y,,2,Approved
34,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,3.0,N,Y,,7,Approved
34,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,3.0,N,Y,,7,Approved
39,202500.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Sales staff,2,Approved
39,202500.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Sales staff,2,Approved
39,202500.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Sales staff,2,Approved
36,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,2,Approved
36,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,2,Approved
36,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Laborers,2,Approved
55,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,1.0,N,Y,Cleaning staff,6,Approved
55,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,1.0,N,Y,Cleaning staff,6,Approved
55,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,1.0,N,Y,Cleaning staff,6,Approved
55,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,1.0,N,Y,Cleaning staff,6,Approved
55,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,1.0,N,Y,Cleaning staff,6,Approved
55,166500.0,Commercial associate,Higher education,Widow,House / apartment,0,1.0,N,Y,Cleaning staff,6,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Risky
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
42,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Sales staff,2,Approved
42,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Sales staff,2,Approved
42,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Sales staff,2,Approved
42,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Sales staff,2,Approved
42,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Sales staff,2,Approved
42,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Sales staff,2,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
39,144000.0,Working,Higher education,Married,House / apartment,2,4.0,Y,Y,Accountants,1,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
47,112500.0,Commercial associate,Higher education,Married,House / apartment,0,2.0,N,Y,,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
36,153000.0,Commercial associate,Higher education,Married,House / apartment,2,4.0,N,Y,Accountants,3,Approved
43,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,2,4.0,N,Y,Medicine staff,0,Approved
33,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,,4,Approved
33,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,,4,Approved
33,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,,4,Approved
33,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,0,1.0,N,Y,,4,Approved
30,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,3.0,N,N,Cooking staff,1,Approved
30,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,3.0,N,N,Cooking staff,1,Approved
30,157500.0,Working,Secondary / secondary special,Civil marriage,With parents,1,3.0,N,N,Cooking staff,1,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
53,315000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,N,Managers,11,Approved
41,157500.0,Working,Secondary / secondary special,Married,House / apartment,1,3.0,N,N,Private service staff,4,Approved
57,135000.0,Commercial associate,Higher education,Separated,House / apartment,0,1.0,N,Y,,7,Approved
57,135000.0,Commercial associate,Higher education,Separated,House / apartment,0,1.0,N,Y,,7,Approved
57,135000.0,Commercial associate,Higher education,Separated,House / apartment,0,1.0,N,Y,,7,Approved
57,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,-1000,Approved
57,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,-1000,Approved
54,90000.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,15,Approved
54,90000.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,15,Approved
54,90000.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,15,Approved
54,90000.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,15,Approved
32,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Medicine staff,7,Approved
32,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Medicine staff,7,Approved
32,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Medicine staff,7,Approved
32,360000.0,State servant,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Medicine staff,7,Approved
44,225000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Security staff,11,Approved
65,189000.0,Pensioner,Higher education,Separated,House / apartment,0,1.0,Y,Y,,-1000,Approved
52,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Accountants,5,Approved
52,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Accountants,5,Approved
52,157500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Accountants,5,Approved
22,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,2,Approved
22,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,2,Approved
22,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,2,Approved
22,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,2,Approved
22,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,2,Approved
22,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,2,Approved
30,45000.0,Working,Higher education,Married,House / apartment,1,3.0,N,Y,Core staff,0,Approved
48,225000.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Managers,6,Approved
48,225000.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Managers,6,Approved
48,225000.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Managers,6,Approved
48,225000.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Managers,6,Approved
48,225000.0,Working,Higher education,Married,House / apartment,0,2.0,Y,Y,Managers,6,Approved
55,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,0,1.0,N,Y,,-1000,Approved
55,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,0,1.0,N,Y,,-1000,Approved
55,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,0,1.0,N,Y,,-1000,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
48,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Core staff,8,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
54,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,12,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
45,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,N,Y,Core staff,25,Approved
57,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
43,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,,7,Approved
43,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,,7,Approved
43,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,,7,Approved
43,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,,7,Approved
43,270000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,,7,Approved
24,94500.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,2,Approved
24,94500.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,2,Approved
24,94500.0,Working,Higher education,Married,House / apartment,0,2.0,N,N,,2,Approved
41,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,11,Approved
41,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,11,Approved
41,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,11,Approved
41,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,,11,Approved
23,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,,0,Approved
23,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,,0,Approved
23,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,,0,Approved
57,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Drivers,15,Approved
57,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Drivers,15,Approved
57,225000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Drivers,15,Approved
48,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,Medicine staff,11,Approved
48,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,Medicine staff,11,Approved
48,90000.0,State servant,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,Medicine staff,11,Approved
36,351000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,1,3.0,Y,Y,Managers,6,Approved
32,135000.0,Working,Secondary / secondary special,Married,Rented apartment,1,3.0,N,N,Laborers,3,Approved
57,270000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,270000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,270000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
57,270000.0,Pensioner,Higher education,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
28,202500.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,Core staff,2,Approved
53,121500.0,State servant,Higher education,Widow,House / apartment,0,1.0,N,Y,Accountants,4,Approved
53,121500.0,State servant,Higher education,Widow,House / apartment,0,1.0,N,Y,Accountants,4,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
37,189000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,2,4.0,N,Y,,0,Approved
23,283500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,0,2.0,N,Y,Laborers,3,Approved
39,180000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Laborers,12,Approved
39,180000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Laborers,12,Approved
39,180000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Laborers,12,Approved
39,180000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Laborers,12,Approved
39,180000.0,Working,Secondary / secondary special,Separated,House / apartment,0,1.0,N,Y,Laborers,12,Approved
29,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,High skill tech staff,8,Approved
29,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,High skill tech staff,8,Approved
29,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,High skill tech staff,8,Approved
29,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,High skill tech staff,8,Approved
29,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,High skill tech staff,8,Approved
29,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0,1.0,Y,Y,High skill tech staff,8,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
66,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
38,180000.0,Working,Higher education,Single / not married,House / apartment,1,2.0,Y,Y,Sales staff,8,Approved
38,180000.0,Working,Higher education,Single / not married,House / apartment,1,2.0,Y,Y,Sales staff,8,Approved
38,180000.0,Working,Higher education,Single / not married,House / apartment,1,2.0,Y,Y,Sales staff,8,Approved
38,180000.0,Working,Higher education,Single / not married,House / apartment,1,2.0,Y,Y,Sales staff,8,Approved
56,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
56,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
56,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
62,54000.0,Pensioner,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,-1000,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
31,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,1,2.0,Y,Y,Drivers,2,Approved
54,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,31,Approved
54,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,31,Risky
54,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,31,Approved
54,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,31,Approved
54,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,31,Approved
54,67500.0,State servant,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,,31,Approved
42,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Medicine staff,4,Approved
42,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Medicine staff,4,Approved
42,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Medicine staff,4,Approved
42,81000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Medicine staff,4,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
37,270000.0,State servant,Higher education,Married,House / apartment,0,2.0,N,Y,Managers,0,Approved
45,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,2,Approved
45,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,2,Approved
45,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,2,Approved
45,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,2,Approved
45,180000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,Y,Y,,2,Approved
50,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,N,Y,Drivers,3,Approved
67,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
67,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
67,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,0,1.0,N,Y,,-1000,Approved
42,157500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Medicine staff,8,Approved
42,157500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Medicine staff,8,Approved
42,157500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Medicine staff,8,Approved
42,157500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Medicine staff,8,Approved
42,157500.0,Working,Higher education,Married,House / apartment,0,2.0,N,Y,Medicine staff,8,Approved
35,67500.0,Working,Incomplete higher,Married,House / apartment,1,3.0,N,Y,,9,Approved
35,67500.0,Working,Incomplete higher,Married,House / apartment,1,3.0,N,Y,,9,Approved
35,67500.0,Working,Incomplete higher,Married,House / apartment,1,3.0,N,Y,,9,Risky
37,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,1,3.0,Y,Y,Laborers,10,Approved
56,90000.0,Working,Secondary / secondary special,Married,House / apartment,0,2.0,N,Y,Security staff,5,Approved
